title,company,location,field,education_level,salary_min,salary_max,salary_currency,job_type,deadline,url,source,scraped_at
STEM Teacher,Swisscontact,Sihanoukville,Education,Bachelor,400,950,USD,Contract,2026-06-09,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176512
General Surgeon,FedEx Cambodia,Phnom Penh,Healthcare,Master,2100,4150,USD,Full-time,2026-04-24,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176528
Midwife,TG International School,Siem Reap,Healthcare,Bachelor,550,1100,USD,Contract,2026-03-15,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176547
Logistics Coordinator,Landell Mills,Siem Reap,Manufacturing,Bachelor,700,1350,USD,Full-time,2026-06-09,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176557
Content Creator,Metfone,Phnom Penh,Marketing / Sales,Bachelor,300,700,USD,Contract,2026-04-07,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.176565
E-learning Developer,World Bank Cambodia,Sihanoukville,Education,Bachelor,550,1250,USD,Contract,2026-06-07,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176574
HR Director,British Council,Takeo,HR / Admin,Master,1500,3400,USD,Part-time,2026-04-28,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.176587
Gender Equality Officer,UNICEF Cambodia,Siem Reap,NGO / Development,Master,900,1800,USD,Contract,2026-06-26,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176597
Regulatory Affairs Officer,UNDP Cambodia,Kampot,Legal,Bachelor,700,1600,USD,Full-time,2026-05-06,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176606
Accountant,Build Bright University,Sihanoukville,Finance / Banking,Bachelor,400,1050,USD,Part-time,2026-04-10,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176615
Corporate Lawyer,JICA Cambodia,Siem Reap,Legal,Master,1450,3700,USD,Full-time,2026-05-18,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176624
Production Planner,Smart Axiata,Phnom Penh,Manufacturing,Bachelor,700,1100,USD,Full-time,2026-06-18,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176633
EHS Officer,Wing Bank,Phnom Penh,Manufacturing,Bachelor,500,1150,USD,Part-time,2026-04-26,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176641
Agribusiness Officer,WaterSHED,Prey Veng,Agriculture,Bachelor,650,1200,USD,Full-time,2026-06-19,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176650
People & Culture Manager,Forte Insurance,Prey Veng,HR / Admin,Master,1300,2450,USD,Contract,2026-06-04,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.176658
Program Officer,Ernst & Young,Phnom Penh,NGO / Development,Bachelor,1000,2000,USD,Contract,2026-04-06,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176672
Crop Production Manager,Prasac MFI,Prey Veng,Agriculture,Bachelor,650,1300,USD,Full-time,2026-03-04,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.176681
Livestock Specialist,Northbridge International School,Phnom Penh,Agriculture,Bachelor,500,1250,USD,Contract,2026-04-18,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176689
Regulatory Affairs Officer,Chemonics,Siem Reap,Legal,Bachelor,800,1800,USD,Part-time,2026-06-17,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176698
General Surgeon,Vision Fund,Siem Reap,Healthcare,Master,2100,4150,USD,Full-time,2026-03-20,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.176706
Library Officer,Build Bright University,Phnom Penh,Education,Bachelor,500,800,USD,Full-time,2026-04-18,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176715
Executive Assistant,Palladium Group,Phnom Penh,HR / Admin,Bachelor,650,1150,USD,Full-time,2026-03-17,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.176726
Admin Coordinator,Grab Cambodia,Kampong Cham,HR / Admin,Bachelor,450,900,USD,Full-time,2026-06-05,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176735
Marketing Executive,MSI Surveys,Phnom Penh,Marketing / Sales,Bachelor,400,850,USD,Full-time,2026-03-06,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176744
Registered Nurse,IFL University,Sihanoukville,Healthcare,Bachelor,650,1350,USD,Full-time,2026-05-17,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.176752
Hospital Administrator,EZECOM,Phnom Penh,Healthcare,Master,1100,2200,USD,Full-time,2026-04-16,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176761
Humanitarian Affairs Officer,FHI 360,Phnom Penh,NGO / Development,Master,1200,2700,USD,Part-time,2026-03-20,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.176769
Front Desk Officer,Cellcard,Prey Veng,Hospitality,Bachelor,300,750,USD,Full-time,2026-06-14,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176778
Sous Chef,Deloitte Cambodia,Siem Reap,Hospitality,College,700,1000,USD,Full-time,2026-04-23,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176786
Executive Assistant,Doctors Without Borders,Sihanoukville,HR / Admin,Bachelor,700,1250,USD,Full-time,2026-05-01,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176794
Marketing Director,LYP Group,Remote,Marketing / Sales,Master,2050,4050,USD,Full-time,2026-03-10,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176803
Warehouse Manager,Palladium Group,Sihanoukville,Manufacturing,Bachelor,700,1800,USD,Contract,2026-03-05,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176811
CTO,Prudential Cambodia,Siem Reap,IT / Technology,Master,2500,5300,USD,Full-time,2026-04-08,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176820
Midwife,Ernst & Young,Kandal,Healthcare,Bachelor,700,1250,USD,Contract,2026-06-12,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176829
Design Engineer,Zando,Prey Veng,Engineering,Master,1000,1900,USD,Full-time,2026-05-19,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.176838
Social Media Manager,National Bank of Cambodia,Phnom Penh,Marketing / Sales,Bachelor,600,800,USD,Full-time,2026-04-08,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.176850
Credit Risk Manager,Rosewood Phnom Penh,Takeo,Finance / Banking,Master,1200,2450,USD,Full-time,2026-05-19,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176858
Civil Engineer,Manulife Cambodia,Kandal,Engineering,Bachelor,900,1800,USD,Full-time,2026-04-21,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176867
Korean Language Teacher,Manulife Cambodia,Kandal,Education,Bachelor,450,750,USD,Part-time,2026-06-08,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176875
Hotel Manager,RTI International,Kampot,Hospitality,Master,1250,2450,USD,Full-time,2026-04-17,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176884
Financial Controller,IFL University,Kandal,Finance / Banking,Master,1500,3200,USD,Full-time,2026-06-06,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176892
Electrical Engineer,Phillip Bank,Phnom Penh,Engineering,Bachelor,700,1650,USD,Full-time,2026-03-14,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176901
Front Desk Officer,Chip Mong Group,Phnom Penh,Hospitality,Bachelor,500,800,USD,Full-time,2026-05-09,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176909
Lab Technician,IFL University,Kampot,Healthcare,College,300,700,USD,Full-time,2026-06-19,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176918
Branch Manager,Chemonics,Phnom Penh,Finance / Banking,Master,1550,3400,USD,Full-time,2026-04-20,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176926
Production Planner,Sen Sok International,Takeo,Manufacturing,Bachelor,500,1350,USD,Part-time,2026-04-21,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176935
Inventory Controller,AMK Microfinance,Sihanoukville,Manufacturing,Bachelor,400,900,USD,Contract,2026-06-22,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176943
STEM Teacher,Smart Axiata,Kampot,Education,Bachelor,400,950,USD,Full-time,2026-04-03,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176954
Soil Scientist,Doctors Without Borders,Kampot,Agriculture,Master,1000,2000,USD,Full-time,2026-03-24,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176963
Key Account Manager,Prasac MFI,Phnom Penh,Marketing / Sales,Bachelor,850,1800,USD,Full-time,2026-05-08,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.176971
In-house Counsel,Zando,Takeo,Legal,Master,1500,3700,USD,Full-time,2026-04-08,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176980
Industrial Engineer,MSI Surveys,Battambang,Manufacturing,Bachelor,850,1450,USD,Full-time,2026-03-03,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176991
WASH Engineer,Palladium Group,Phnom Penh,NGO / Development,Bachelor,950,2000,USD,Full-time,2026-03-15,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177000
Medical Doctor,LOLC Cambodia,Battambang,Healthcare,Master,1200,2600,USD,Full-time,2026-04-05,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177009
Corporate Lawyer,LYP Group,Sihanoukville,Legal,Master,1450,3600,USD,Full-time,2026-05-25,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177018
Backend Developer,Prudential Cambodia,Kampong Cham,IT / Technology,Bachelor,800,1500,USD,Full-time,2026-03-20,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177132
Paralegal,Smart Axiata,Phnom Penh,Legal,Bachelor,600,1150,USD,Part-time,2026-05-11,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177142
Legal Assistant,UNICEF Cambodia,Siem Reap,Legal,Bachelor,450,850,USD,Contract,2026-03-08,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177150
Grants Manager,World Food Programme,Kandal,NGO / Development,Master,1250,2450,USD,Full-time,2026-03-26,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177159
Android Developer,Prince Bank,Remote,IT / Technology,Bachelor,650,1600,USD,Part-time,2026-03-27,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177168
Procurement Officer,Deloitte Cambodia,Phnom Penh,Manufacturing,Bachelor,600,1550,USD,Full-time,2026-03-01,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177176
Production Planner,KPMG Cambodia,Remote,Manufacturing,Bachelor,650,1100,USD,Full-time,2026-04-02,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.177185
Marketing Analyst,Vision Fund,Kampong Cham,Marketing / Sales,Bachelor,700,1200,USD,Full-time,2026-05-23,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177193
Social Media Manager,LYP Group,Siem Reap,Marketing / Sales,Bachelor,600,900,USD,Part-time,2026-05-22,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177203
School Principal,Nham24,Kampot,Education,Master,1450,3200,USD,Full-time,2026-03-06,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177211
Corporate Lawyer,AMK Microfinance,Kampong Cham,Legal,Master,1450,3450,USD,Full-time,2026-03-21,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177220
Partnership Officer,Save the Children,Kandal,NGO / Development,Master,1000,1950,USD,Full-time,2026-03-28,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177228
Urban Planner,Institute of Technology of Cambodia,Phnom Penh,Engineering,Master,1000,2100,USD,Full-time,2026-05-12,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177237
Training Specialist,British Council,Prey Veng,Education,Bachelor,650,1250,USD,Full-time,2026-05-19,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.177245
Agronomist,Canadia Bank,Kampot,Agriculture,Bachelor,700,1150,USD,Full-time,2026-03-11,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177254
Budget Analyst,Vattanac Properties,Prey Veng,Finance / Banking,Bachelor,800,1450,USD,Full-time,2026-06-12,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177268
Structural Engineer,IFC Cambodia,Phnom Penh,Engineering,Master,1150,2700,USD,Part-time,2026-04-22,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177294
Trade Marketing Officer,Metfone,Phnom Penh,Marketing / Sales,Bachelor,550,1100,USD,Part-time,2026-06-16,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177309
Country Director,National Bank of Cambodia,Sihanoukville,NGO / Development,Master,2900,6300,USD,Full-time,2026-04-07,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177325
Field Officer,Prasac MFI,Battambang,Agriculture,Bachelor,400,800,USD,Contract,2026-05-02,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177336
Rural Development Officer,Canadia Bank,Phnom Penh,Agriculture,Bachelor,800,1450,USD,Part-time,2026-03-22,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177345
Contract Specialist,Doctors Without Borders,Siem Reap,Legal,Bachelor,850,1750,USD,Full-time,2026-05-28,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177353
QA/QC Engineer,Vattanac Properties,Siem Reap,Engineering,Bachelor,500,1100,USD,Full-time,2026-04-11,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177361
Credit Risk Manager,Paragon International,Remote,Finance / Banking,Master,1150,2700,USD,Contract,2026-06-05,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177376
Cybersecurity Analyst,Sen Sok International,Phnom Penh,IT / Technology,Master,1000,1850,USD,Full-time,2026-06-16,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177385
Partnership Officer,PwC Cambodia,Kampong Cham,NGO / Development,Master,950,2100,USD,Full-time,2026-03-26,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.177394
Academic Coordinator,Pannasastra University,Phnom Penh,Education,Master,850,1800,USD,Full-time,2026-06-23,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177402
Forestry Officer,Ernst & Young,Remote,Agriculture,Bachelor,600,1250,USD,Full-time,2026-03-08,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177411
Database Administrator,National Bank of Cambodia,Phnom Penh,IT / Technology,Bachelor,750,1500,USD,Full-time,2026-05-17,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177419
Livelihood Officer,Angkor Hospital,Phnom Penh,NGO / Development,Bachelor,750,1450,USD,Full-time,2026-05-11,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.177427
Receptionist,Smart Axiata,Phnom Penh,HR / Admin,College,200,730,USD,Full-time,2026-06-01,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.177436
Sales Executive,LYP Group,Remote,Marketing / Sales,College,500,750,USD,Contract,2026-04-04,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.177451
Chief Accountant,Care International,Siem Reap,Finance / Banking,Master,1100,2550,USD,Full-time,2026-05-25,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177470
Partnership Officer,ACLEDA Bank,Sihanoukville,NGO / Development,Master,1050,2300,USD,Full-time,2026-06-26,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177485
Core Banking Specialist,Ernst & Young,Phnom Penh,Finance / Banking,Bachelor,700,1550,USD,Full-time,2026-06-16,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.177496
Operations Manager,Rosewood Phnom Penh,Kampot,Manufacturing,Master,1100,2700,USD,Part-time,2026-06-09,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177504
Irrigation Engineer,World Bank Cambodia,Phnom Penh,Agriculture,Bachelor,750,1300,USD,Full-time,2026-06-13,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177513
Revenue Manager,Angkor Hospital,Kampot,Hospitality,Bachelor,800,2000,USD,Full-time,2026-04-23,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177521
Housekeeper,USAID Cambodia,Phnom Penh,Hospitality,College,300,500,USD,Part-time,2026-03-15,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177530
Agribusiness Officer,Shinta Mani,Remote,Agriculture,Bachelor,600,1450,USD,Full-time,2026-03-11,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177544
People & Culture Manager,ACLEDA Bank,Phnom Penh,HR / Admin,Master,1100,2700,USD,Full-time,2026-06-16,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177553
Agribusiness Officer,Rosewood Phnom Penh,Phnom Penh,Agriculture,Bachelor,800,1550,USD,Full-time,2026-03-09,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177567
Production Planner,FedEx Cambodia,Sihanoukville,Manufacturing,Bachelor,700,1000,USD,Full-time,2026-04-19,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177583
Operations Manager,Angkor Hospital,Phnom Penh,Manufacturing,Master,1300,2600,USD,Part-time,2026-06-28,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177599
Marketing Executive,Nham24,Phnom Penh,Marketing / Sales,Bachelor,450,950,USD,Part-time,2026-04-19,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177611
Digital Marketing Officer,Decathlon Cambodia,Phnom Penh,Marketing / Sales,Bachelor,450,1050,USD,Full-time,2026-04-15,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177619
Brand Manager,Royal University of Phnom Penh,Phnom Penh,Marketing / Sales,Master,1000,1950,USD,Contract,2026-06-22,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177628
Brand Manager,British Council,Takeo,Marketing / Sales,Master,1100,1950,USD,Full-time,2026-04-01,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177637
Finance Manager,Toyota Cambodia,Phnom Penh,Finance / Banking,Master,1200,2600,USD,Full-time,2026-03-17,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177645
Field Coordinator,DHL Cambodia,Phnom Penh,NGO / Development,Bachelor,600,1300,USD,Full-time,2026-06-26,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177653
Field Officer,Helen Keller Intl,Battambang,Agriculture,Bachelor,600,950,USD,Full-time,2026-05-25,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177662
Network Engineer,World Bank Cambodia,Phnom Penh,IT / Technology,Bachelor,700,1500,USD,Full-time,2026-04-04,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.177675
E-commerce Manager,Plan International,Kampot,Marketing / Sales,Bachelor,750,1800,USD,Full-time,2026-06-25,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177684
E-commerce Manager,National Bank of Cambodia,Phnom Penh,Marketing / Sales,Bachelor,850,1550,USD,Full-time,2026-05-03,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177693
Copywriter,Tetra Tech,Sihanoukville,Marketing / Sales,Bachelor,350,1050,USD,Contract,2026-04-10,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177702
University Lecturer,GIZ Cambodia,Siem Reap,Education,Master,600,1400,USD,Contract,2026-04-11,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.177714
CFO,FPT Software,Phnom Penh,Finance / Banking,Master,3050,6150,USD,Full-time,2026-06-18,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177723
HRIS Specialist,Cogetel,Kampot,HR / Admin,Bachelor,600,1300,USD,Full-time,2026-03-18,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177732
Housekeeper,Doctors Without Borders,Phnom Penh,Hospitality,College,300,700,USD,Contract,2026-03-10,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177740
Compliance Manager,Manulife Cambodia,Siem Reap,Legal,Master,1250,2700,USD,Full-time,2026-06-07,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177749
Marketing Analyst,Northbridge International School,Kampong Cham,Marketing / Sales,Bachelor,800,1550,USD,Full-time,2026-03-10,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177761
Social Media Manager,EZECOM,Phnom Penh,Marketing / Sales,Bachelor,550,950,USD,Full-time,2026-04-20,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177770
IT Director,Baker McKenzie,Kandal,IT / Technology,Master,2000,4450,USD,Contract,2026-04-15,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177779
Product Manager,Cambodian Red Cross,Kampot,Marketing / Sales,Master,1100,2050,USD,Full-time,2026-06-28,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177788
Aquaculture Technician,Oxfam Cambodia,Phnom Penh,Agriculture,Bachelor,450,800,USD,Full-time,2026-06-18,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177796
Humanitarian Affairs Officer,Forte Insurance,Phnom Penh,NGO / Development,Master,1100,2600,USD,Contract,2026-06-06,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177805
Sous Chef,Honda Cambodia,Phnom Penh,Hospitality,College,650,1000,USD,Full-time,2026-05-24,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177813
Pharmacist,AMK Microfinance,Phnom Penh,Healthcare,Bachelor,800,1450,USD,Part-time,2026-05-24,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177822
Financial Controller,Baker McKenzie,Phnom Penh,Finance / Banking,Master,1600,3300,USD,Full-time,2026-04-17,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.177831
Bank Teller,LYP Group,Kampong Cham,Finance / Banking,College,400,620,USD,Full-time,2026-03-05,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177839
Business Analyst,Manulife Cambodia,Phnom Penh,IT / Technology,Bachelor,850,1450,USD,Contract,2026-04-26,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.177847
In-house Counsel,Camboplus MFI,Phnom Penh,Legal,Master,1600,3700,USD,Full-time,2026-05-03,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177856
Android Developer,World Food Programme,Siem Reap,IT / Technology,Bachelor,750,1500,USD,Full-time,2026-05-18,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177865
Quantity Surveyor,Doctors Without Borders,Phnom Penh,Engineering,Bachelor,900,1600,USD,Full-time,2026-06-11,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177873
Livestock Specialist,Pi Pay,Sihanoukville,Agriculture,Bachelor,500,1100,USD,Contract,2026-06-15,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177882
Guest Relations Officer,MSI Surveys,Phnom Penh,Hospitality,Bachelor,400,1100,USD,Contract,2026-06-11,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.177890
Pharmacist,Grab Cambodia,Phnom Penh,Healthcare,Bachelor,650,1350,USD,Full-time,2026-04-24,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177899
Production Planner,EZECOM,Kampot,Manufacturing,Bachelor,550,1350,USD,Part-time,2026-05-18,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177908
Key Account Manager,GCGC,Takeo,Marketing / Sales,Bachelor,1000,1900,USD,Contract,2026-05-10,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177919
Logistics Officer,Honda Cambodia,Phnom Penh,NGO / Development,College,550,1150,USD,Full-time,2026-05-15,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.177928
Copywriter,Metfone,Phnom Penh,Marketing / Sales,Bachelor,500,800,USD,Contract,2026-06-21,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177937
Irrigation Engineer,ING Cambodia,Phnom Penh,Agriculture,Bachelor,650,1200,USD,Contract,2026-03-22,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177945
Mental Health Counselor,Ernst & Young,Sihanoukville,Healthcare,Master,750,1800,USD,Full-time,2026-06-08,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177954
Advocacy Officer,Metfone,Battambang,NGO / Development,Master,1050,1950,USD,Full-time,2026-04-05,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177966
Secretary,Tetra Tech,Phnom Penh,HR / Admin,Bachelor,500,700,USD,Full-time,2026-05-05,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.177975
Midwife,BookMeBus,Phnom Penh,Healthcare,Bachelor,650,1250,USD,Full-time,2026-03-12,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.177984
MEAL Advisor,Royal Phnom Penh Hospital,Phnom Penh,NGO / Development,Master,1600,3150,USD,Full-time,2026-06-07,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.177993
QC Inspector,Manulife Cambodia,Phnom Penh,Manufacturing,Bachelor,500,1050,USD,Full-time,2026-03-22,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178006
Aquaculture Technician,USAID Cambodia,Phnom Penh,Agriculture,Bachelor,500,800,USD,Full-time,2026-05-03,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178015
Hospital Administrator,ACLEDA Bank,Kandal,Healthcare,Master,950,2300,USD,Full-time,2026-04-06,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178024
Radiographer,Cellcard,Phnom Penh,Healthcare,Bachelor,550,1100,USD,Full-time,2026-04-20,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178032
Growth Hacker,ING Cambodia,Siem Reap,Marketing / Sales,Bachelor,700,1100,USD,Full-time,2026-04-04,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178041
Early Childhood Educator,Grab Cambodia,Kampong Cham,Education,Bachelor,400,880,USD,Full-time,2026-06-27,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178050
Urban Planner,Save the Children,Phnom Penh,Engineering,Master,900,2100,USD,Contract,2026-06-21,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178058
